20 20
-1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 -1.168239125 1.168239125 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 -1.168239125 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088 18.83176088
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18.83176088
1 20
0 0 0 0 0 0 0 0 0 1.168239125 0 0 0 0 0 0 0 0 0 18.83176088
1 20
0.05841196 0 0 0 0 0 0 0 0 0 0.94158804 0 0 0 0 0 0 0 0 0
